date,total_value,cash,positions_value
2025-04-20 19:00:00,98455.64550306345,78850.37335969727,19605.27214336618
2025-04-20 23:00:00,98522.57752427386,78850.37335969727,19672.204164576586
2025-04-21 03:00:00,98650.63149540906,78850.37335969727,19800.25813571179
2025-04-21 07:00:00,99111.25394693352,78850.37335969727,20260.880587236243
2025-04-21 11:00:00,99168.88985408694,78850.37335969727,20318.516494389667
2025-04-21 15:00:00,99066.86500231134,78850.37335969727,20216.49164261407
2025-04-21 19:00:00,99325.76177879886,78850.37335969727,20475.388419101582
2025-04-21 23:00:00,99167.26303412695,78850.37335969727,20316.88967442968
2025-04-22 03:00:00,99186.78487364667,78850.37335969727,20336.411513949395
2025-04-22 07:00:00,99339.00874133008,78850.37335969727,20488.635381632805
2025-04-22 11:00:00,99415.2368765975,78850.37335969727,20564.863516900223
2025-04-22 15:00:00,99446.8436643913,78850.37335969727,20596.470304694027
2025-04-22 19:00:00,99993.68757379445,78850.37335969727,21143.314214097176
2025-04-22 23:00:00,100128.24882476956,78850.37335969727,21277.875465072284
2025-04-23 03:00:00,100575.62431376279,78850.37335969727,21725.250954065516
2025-04-23 07:00:00,100507.53027829525,78850.37335969727,21657.156918597975
2025-04-23 11:00:00,100732.03143277185,78850.37335969727,21881.658073074577
2025-04-23 15:00:00,100576.78632801992,78850.37335969727,21726.41296832265
2025-04-23 19:00:00,100512.41073817518,78850.37335969727,21662.037378477908
2025-04-23 23:00:00,100594.68134757965,78850.37335969727,21744.307987882377
